Timestamp,RPS,Namespace,Category,Service,Pod,Node,CPU_Total(m),CPU_App(m),CPU_Sidecar(m),Memory_WorkingSet(Mi),Memory_RSS(Mi),Net_RX(KB/s),Net_TX(KB/s),Disk_Read(KB/s),Disk_Write(KB/s),System_Mem_BW,System_LLC_Metric,Istio_Enabled
2026-01-01 02:44:51,100,default,application,geo,geo-5cd9f494fb-zd57g,minikube,37,37,0,8,0,8.97,8.12,0,0,1.21,0.5254,False
2026-01-01 02:44:51,100,kube-system,kubernetes-system,kube-controller,kube-controller-manager-minikube,minikube,26,26,0,80,0,0.0,0.0,0,0,1.21,0.5254,False
2026-01-01 02:44:51,100,default,application,recommendation,recommendation-657f448d48-2x6p7,minikube,19,19,0,8,0,5.96,4.92,0,0,1.21,0.5254,False
2026-01-01 02:44:51,100,default,application,profile,profile-868d69d77d-ctrfk,minikube,76,76,0,9,0,168.99,117.31,0,0,1.21,0.5254,False
2026-01-01 02:44:51,100,default,application,mongodb-reservation,mongodb-reservation-86d4fc968-dgz4b,minikube,59,59,0,176,0,0.61,7.75,0.0,2.0,1.21,0.5254,False
2026-01-01 02:44:51,100,default,application,jaeger,jaeger-6c4f8c79b5-fzctd,minikube,4,4,0,18,0,1.15,0.0,0,0,1.21,0.5254,False
2026-01-01 02:44:51,100,default,application,memcached-rate,memcached-rate-698695754f-rws42,minikube,11,11,0,13,0,7.32,9700.39,0,0,1.21,0.5254,False
2026-01-01 02:44:51,100,default,application,search,search-79cf94bc46-6dm4c,minikube,328,328,0,15,0,4243.31,218.02,0,0,1.21,0.5254,False
2026-01-01 02:44:51,100,default,application,mongodb-recommendation,mongodb-recommendation-d48c8b64b-hdrx4,minikube,6,6,0,157,0,0.05,0.08,0.0,2.7,1.21,0.5254,False
2026-01-01 02:44:51,100,default,application,mongodb-user,mongodb-user-f6885fb58-456rt,minikube,6,6,0,162,0,0.05,0.08,0.0,3.02,1.21,0.5254,False
2026-01-01 02:44:51,100,default,application,mongodb-profile,mongodb-profile-54554c566b-wcz4q,minikube,6,6,0,160,0,0.07,0.1,0.0,2.46,1.21,0.5254,False
2026-01-01 02:44:51,100,kube-system,kubernetes-system,etcd,etcd-minikube,minikube,38,38,0,272,0,0.0,0.0,0.0,23.9,1.21,0.5254,False
2026-01-01 02:44:51,100,default,application,mongodb-rate,mongodb-rate-699c444f69-q84r2,minikube,6,6,0,165,0,0.21,2.97,0.0,1.4,1.21,0.5254,False
2026-01-01 02:44:51,100,default,application,memcached-reserve,memcached-reserve-8679d84669-kvdrl,minikube,265,265,0,279,0,5816.71,2118.45,0,0,1.21,0.5254,False
2026-01-01 02:47:13,200,default,application,jaeger,jaeger-6c4f8c79b5-fzctd,minikube,6,6,0,22,0,2.29,0.0,0,0,2.21,0.4913,False
2026-01-01 02:47:13,200,default,application,frontend,frontend-7847b56c79-4nz8p,minikube,353,353,0,20,0,640.6,582.81,0,0,2.21,0.4913,False
2026-01-01 02:47:13,200,default,application,mongodb-profile,mongodb-profile-54554c566b-wcz4q,minikube,6,6,0,160,0,0.07,0.11,0.0,1.55,2.21,0.4913,False
2026-01-01 02:47:13,200,kube-system,kubernetes-system,kube-controller,kube-controller-manager-minikube,minikube,25,25,0,76,0,0.0,0.0,0,0,2.21,0.4913,False
2026-01-01 02:47:13,200,default,application,geo,geo-5cd9f494fb-zd57g,minikube,62,62,0,8,0,17.46,15.86,0,0,2.21,0.4913,False
2026-01-01 02:47:13,200,default,application,mongodb-reservation,mongodb-reservation-86d4fc968-dgz4b,minikube,95,95,0,177,0,1.02,14.15,0.0,4.1,2.21,0.4913,False
2026-01-01 02:47:13,200,default,application,consul,consul-7fbff74bff-zkhbt,minikube,20,20,0,32,0,0.05,0.15,0.0,0.0,2.21,0.4913,False
2026-01-01 02:47:13,200,default,application,mongodb-geo,mongodb-geo-59fc75f888-zt7n4,minikube,6,6,0,159,0,0.03,0.08,0.0,1.81,2.21,0.4913,False
2026-01-01 02:47:13,200,kube-system,kubernetes-system,storage,storage-provisioner,minikube,2,2,0,13,0,0.0,0.0,0,0,2.21,0.4913,False
2026-01-01 02:47:13,200,default,application,mongodb-user,mongodb-user-f6885fb58-456rt,minikube,6,6,0,162,0,0.03,0.08,0.0,1.92,2.21,0.4913,False
2026-01-01 02:47:13,200,kube-system,kubernetes-system,kube,kube-apiserver-minikube,minikube,95,95,0,669,0,0.0,0.0,0,0,2.21,0.4913,False
2026-01-01 02:47:13,200,default,application,reservation,reservation-5d878f6bc-wtg2v,minikube,4772,4772,0,41,0,7944.87,11761.76,0,0,2.21,0.4913,False
2026-01-01 02:47:13,200,default,application,recommendation,recommendation-657f448d48-2x6p7,minikube,32,32,0,9,0,11.59,10.13,0,0,2.21,0.4913,False
2026-01-01 02:47:13,200,default,application,memcached-profile,memcached-profile-b54575f65-hgtn7,minikube,13,13,0,4,0,8.59,235.06,0,0,2.21,0.4913,False
2026-01-01 02:47:13,200,default,application,profile,profile-868d69d77d-ctrfk,minikube,124,124,0,9,0,265.63,186.73,0,0,2.21,0.4913,False
2026-01-01 02:47:13,200,kube-system,kubernetes-system,coredns,coredns-66bc5c9577-cbts7,minikube,3,3,0,26,0,0.0,0.0,0,0,2.21,0.4913,False
2026-01-01 02:47:13,200,default,application,mongodb-rate,mongodb-rate-699c444f69-q84r2,minikube,6,6,0,165,0,0.23,0.28,0.0,2.2,2.21,0.4913,False
2026-01-01 02:47:13,200,default,application,memcached-rate,memcached-rate-698695754f-rws42,minikube,19,19,0,13,0,11.24,19576.03,0,0,2.21,0.4913,False
2026-01-01 02:47:13,200,default,application,search,search-79cf94bc46-6dm4c,minikube,666,666,0,14,0,8432.05,434.86,0,0,2.21,0.4913,False
2026-01-01 02:47:13,200,default,application,user,user-575bc4b4b7-xvxln,minikube,1,1,0,7,0,0.51,0.3,0,0,2.21,0.4913,False
2026-01-01 02:47:13,200,default,application,mongodb-recommendation,mongodb-recommendation-d48c8b64b-hdrx4,minikube,6,6,0,157,0,0.03,0.08,0.0,1.49,2.21,0.4913,False
2026-01-01 02:47:13,200,default,application,memcached-reserve,memcached-reserve-8679d84669-kvdrl,minikube,546,546,0,279,0,11549.33,7430.4,0,0,2.21,0.4913,False
2026-01-01 02:47:13,200,kube-system,kubernetes-system,kube,kube-proxy-qqwmm,minikube,1,1,0,23,0,27.15,113.27,0,0,2.21,0.4913,False
2026-01-01 02:47:13,200,kube-system,kubernetes-system,etcd,etcd-minikube,minikube,37,37,0,272,0,0.0,0.0,0.0,19.66,2.21,0.4913,False
2026-01-01 02:47:13,200,kube-system,kubernetes-system,metrics-server,metrics-server-85b7d694d7-zgkzr,minikube,4,4,0,26,0,0.0,0.0,0.0,0.0,2.21,0.4913,False
2026-01-01 02:47:13,200,default,application,rate,rate-8574f7886b-v4dwk,minikube,1942,1942,0,40,0,19332.38,8403.53,0,0,2.21,0.4913,False
2026-01-01 02:47:13,200,kube-system,kubernetes-system,kube,kube-scheduler-minikube,minikube,13,13,0,35,0,0.0,0.0,0,0,2.21,0.4913,False
2026-01-01 02:49:35,300,default,application,consul,consul-7fbff74bff-zkhbt,minikube,21,21,0,29,0,0.04,0.03,0.0,0.0,3.96,0.5,False
2026-01-01 02:49:35,300,default,application,mongodb-user,mongodb-user-f6885fb58-456rt,minikube,6,6,0,162,0,0.04,0.08,0.0,2.48,3.96,0.5,False
2026-01-01 02:49:35,300,kube-system,kubernetes-system,kube-controller,kube-controller-manager-minikube,minikube,26,26,0,76,0,0.0,0.0,0,0,3.96,0.5,False
2026-01-01 02:49:35,300,default,application,search,search-79cf94bc46-6dm4c,minikube,810,810,0,14,0,13248.48,675.94,0,0,3.96,0.5,False
2026-01-01 02:49:35,300,default,application,rate,rate-8574f7886b-v4dwk,minikube,2638,2638,0,37,0,30390.95,13254.12,0,0,3.96,0.5,False
2026-01-01 02:49:35,300,default,application,jaeger,jaeger-6c4f8c79b5-fzctd,minikube,5,5,0,27,0,2.5,0.0,0,0,3.96,0.5,False
2026-01-01 02:49:35,300,kube-system,kubernetes-system,storage,storage-provisioner,minikube,2,2,0,13,0,0.0,0.0,0,0,3.96,0.5,False
2026-01-01 02:49:35,300,default,application,recommendation,recommendation-657f448d48-2x6p7,minikube,41,41,0,8,0,17.2,14.86,0,0,3.96,0.5,False
2026-01-01 02:49:35,300,default,application,mongodb-geo,mongodb-geo-59fc75f888-zt7n4,minikube,6,6,0,159,0,0.04,0.08,0.0,2.51,3.96,0.5,False
2026-01-01 02:49:35,300,default,application,frontend,frontend-7847b56c79-4nz8p,minikube,373,373,0,23,0,881.16,831.65,0,0,3.96,0.5,False
2026-01-01 02:49:35,300,default,application,memcached-rate,memcached-rate-698695754f-rws42,minikube,26,26,0,13,0,16.55,29731.66,0,0,3.96,0.5,False
2026-01-01 02:49:35,300,kube-system,kubernetes-system,kube,kube-scheduler-minikube,minikube,13,13,0,35,0,0.0,0.0,0,0,3.96,0.5,False
2026-01-01 02:49:35,300,default,application,user,user-575bc4b4b7-xvxln,minikube,2,2,0,7,0,0.74,0.42,0,0,3.96,0.5,False
2026-01-01 02:49:35,300,default,application,mongodb-rate,mongodb-rate-699c444f69-q84r2,minikube,6,6,0,165,0,0.19,0.24,0.0,1.79,3.96,0.5,False
2026-01-01 02:49:35,300,default,application,mongodb-recommendation,mongodb-recommendation-d48c8b64b-hdrx4,minikube,6,6,0,157,0,0.04,0.08,0.0,2.4,3.96,0.5,False
2026-01-01 02:49:35,300,kube-system,kubernetes-system,metrics-server,metrics-server-85b7d694d7-zgkzr,minikube,4,4,0,26,0,0.0,0.0,0.0,0.0,3.96,0.5,False
2026-01-01 02:49:35,300,kube-system,kubernetes-system,kube,kube-apiserver-minikube,minikube,100,100,0,681,0,0.0,0.0,0,0,3.96,0.5,False
2026-01-01 02:49:35,300,default,application,reservation,reservation-5d878f6bc-wtg2v,minikube,7878,7878,0,55,0,19146.34,18267.68,0,0,3.96,0.5,False
2026-01-01 02:49:35,300,default,application,geo,geo-5cd9f494fb-zd57g,minikube,77,77,0,8,0,23.74,21.16,0,0,3.96,0.5,False
2026-01-01 02:49:35,300,default,application,mongodb-profile,mongodb-profile-54554c566b-wcz4q,minikube,6,6,0,160,0,0.06,0.1,0.0,2.62,3.96,0.5,False
2026-01-01 02:49:35,300,default,application,memcached-reserve,memcached-reserve-8679d84669-kvdrl,minikube,839,839,0,304,0,17984.23,18267.04,0,0,3.96,0.5,False
2026-01-01 02:49:35,300,default,application,profile,profile-868d69d77d-ctrfk,minikube,138,138,0,9,0,282.69,202.1,0,0,3.96,0.5,False
2026-01-01 02:49:35,300,default,application,memcached-profile,memcached-profile-b54575f65-hgtn7,minikube,14,14,0,4,0,11.77,240.75,0,0,3.96,0.5,False
2026-01-01 02:49:35,300,kube-system,kubernetes-system,kube,kube-proxy-qqwmm,minikube,1,1,0,27,0,38.5,130.09,0,0,3.96,0.5,False
2026-01-01 02:49:35,300,kube-system,kubernetes-system,etcd,etcd-minikube,minikube,38,38,0,274,0,0.0,0.0,0.0,16.71,3.96,0.5,False
2026-01-01 02:49:35,300,default,application,mongodb-reservation,mongodb-reservation-86d4fc968-dgz4b,minikube,126,126,0,178,0,1.66,17.26,0.0,6.54,3.96,0.5,False
2026-01-01 02:49:35,300,kube-system,kubernetes-system,coredns,coredns-66bc5c9577-cbts7,minikube,3,3,0,26,0,0.0,0.0,0,0,3.96,0.5,False
2026-01-01 02:52:00,400,default,application,mongodb-recommendation,mongodb-recommendation-d48c8b64b-hdrx4,minikube,5,5,0,157,0,0.04,0.09,0.0,1.88,5.94,0.503,False
2026-01-01 02:52:00,400,kube-system,kubernetes-system,kube-controller,kube-controller-manager-minikube,minikube,27,27,0,76,0,0.0,0.0,0,0,5.94,0.503,False
2026-01-01 02:52:00,400,kube-system,kubernetes-system,coredns,coredns-66bc5c9577-cbts7,minikube,3,3,0,26,0,0.0,0.0,0,0,5.94,0.503,False
2026-01-01 02:52:00,400,default,application,mongodb-user,mongodb-user-f6885fb58-456rt,minikube,6,6,0,162,0,0.04,0.09,0.0,1.18,5.94,0.503,False
2026-01-01 02:52:00,400,kube-system,kubernetes-system,kube,kube-proxy-qqwmm,minikube,1,1,0,23,0,51.24,146.89,0,0,5.94,0.503,False
2026-01-01 02:52:00,400,kube-system,kubernetes-system,kube,kube-apiserver-minikube,minikube,92,92,0,678,0,0.0,0.0,0,0,5.94,0.503,False
2026-01-01 02:52:00,400,default,application,mongodb-reservation,mongodb-reservation-86d4fc968-dgz4b,minikube,106,106,0,178,0,1.86,17.68,0.0,5.81,5.94,0.503,False
2026-01-01 02:52:00,400,default,application,rate,rate-8574f7886b-v4dwk,minikube,2930,2930,0,26,0,41768.24,18186.01,0,0,5.94,0.503,False
2026-01-01 02:52:00,400,default,application,consul,consul-7fbff74bff-zkhbt,minikube,20,20,0,31,0,0.06,0.16,0.0,0.0,5.94,0.503,False
2026-01-01 02:52:00,400,default,application,mongodb-rate,mongodb-rate-699c444f69-q84r2,minikube,5,5,0,165,0,0.24,0.29,0.0,1.88,5.94,0.503,False
2026-01-01 02:52:00,400,default,application,reservation,reservation-5d878f6bc-wtg2v,minikube,9525,9525,0,38,0,33909.1,25033.05,0,0,5.94,0.503,False
2026-01-01 02:52:00,400,kube-system,kubernetes-system,etcd,etcd-minikube,minikube,35,35,0,273,0,0.0,0.0,0.0,16.79,5.94,0.503,False
2026-01-01 02:52:00,400,default,application,search,search-79cf94bc46-6dm4c,minikube,754,754,0,12,0,18029.71,895.05,0,0,5.94,0.503,False
2026-01-01 02:52:00,400,default,application,mongodb-profile,mongodb-profile-54554c566b-wcz4q,minikube,6,6,0,160,0,0.07,0.12,0.0,1.55,5.94,0.503,False
2026-01-01 02:52:00,400,kube-system,kubernetes-system,kube,kube-scheduler-minikube,minikube,13,13,0,35,0,0.0,0.0,0,0,5.94,0.503,False
2026-01-01 02:52:00,400,kube-system,kubernetes-system,storage,storage-provisioner,minikube,2,2,0,13,0,0.0,0.0,0,0,5.94,0.503,False
2026-01-01 02:52:00,400,default,application,memcached-reserve,memcached-reserve-8679d84669-kvdrl,minikube,1026,1026,0,359,0,20994.07,27906.56,0,0,5.94,0.503,False
2026-01-01 02:52:00,400,default,application,profile,profile-868d69d77d-ctrfk,minikube,119,119,0,9,0,276.8,199.4,0,0,5.94,0.503,False
2026-01-01 02:52:00,400,default,application,recommendation,recommendation-657f448d48-2x6p7,minikube,38,38,0,8,0,19.36,16.11,0,0,5.94,0.503,False
2026-01-01 02:52:00,400,default,application,jaeger,jaeger-6c4f8c79b5-fzctd,minikube,5,5,0,33,0,4.07,0.0,0,0,5.94,0.503,False
2026-01-01 02:52:00,400,kube-system,kubernetes-system,metrics-server,metrics-server-85b7d694d7-zgkzr,minikube,4,4,0,26,0,0.0,0.0,0.0,0.0,5.94,0.503,False
2026-01-01 02:52:00,400,default,application,memcached-profile,memcached-profile-b54575f65-hgtn7,minikube,13,13,0,4,0,14.77,232.5,0,0,5.94,0.503,False
2026-01-01 02:52:00,400,default,application,user,user-575bc4b4b7-xvxln,minikube,2,2,0,7,0,0.94,0.53,0,0,5.94,0.503,False
2026-01-01 02:52:00,400,default,application,geo,geo-5cd9f494fb-zd57g,minikube,72,72,0,8,0,25.56,22.07,0,0,5.94,0.503,False
2026-01-01 02:52:00,400,default,application,frontend,frontend-7847b56c79-4nz8p,minikube,310,310,0,29,0,1067.19,1038.84,0,0,5.94,0.503,False
2026-01-01 02:52:00,400,default,application,mongodb-geo,mongodb-geo-59fc75f888-zt7n4,minikube,5,5,0,159,0,0.04,0.09,0.0,2.05,5.94,0.503,False
2026-01-01 02:52:00,400,default,application,memcached-rate,memcached-rate-698695754f-rws42,minikube,29,29,0,13,0,18.03,40120.4,0,0,5.94,0.503,False
2026-01-01 02:54:22,500,default,application,mongodb-recommendation,mongodb-recommendation-d48c8b64b-hdrx4,minikube,5,5,0,157,0,0.03,0.08,0.0,2.21,6.71,0.479,False
2026-01-01 02:54:22,500,kube-system,kubernetes-system,coredns,coredns-66bc5c9577-cbts7,minikube,3,3,0,24,0,0.0,0.0,0,0,6.71,0.479,False
2026-01-01 02:54:22,500,default,application,mongodb-rate,mongodb-rate-699c444f69-q84r2,minikube,5,5,0,165,0,0.19,0.24,0.0,2.55,6.71,0.479,False
2026-01-01 02:54:22,500,default,application,mongodb-geo,mongodb-geo-59fc75f888-zt7n4,minikube,5,5,0,159,0,0.03,0.08,0.0,2.61,6.71,0.479,False
2026-01-01 02:54:22,500,default,application,mongodb-user,mongodb-user-f6885fb58-456rt,minikube,5,5,0,162,0,0.03,0.08,0.0,2.41,6.71,0.479,False
2026-01-01 02:54:22,500,kube-system,kubernetes-system,storage,storage-provisioner,minikube,2,2,0,13,0,0.0,0.0,0,0,6.71,0.479,False
2026-01-01 02:54:22,500,default,application,jaeger,jaeger-6c4f8c79b5-fzctd,minikube,4,4,0,39,0,3.96,0.0,0,0,6.71,0.479,False
2026-01-01 02:54:22,500,kube-system,kubernetes-system,kube,kube-proxy-qqwmm,minikube,1,1,0,25,0,58.62,124.86,0,0,6.71,0.479,False
2026-01-01 02:54:22,500,default,application,geo,geo-5cd9f494fb-zd57g,minikube,60,60,0,9,0,24.3,20.72,0,0,6.71,0.479,False
2026-01-01 02:54:22,500,default,application,mongodb-reservation,mongodb-reservation-86d4fc968-dgz4b,minikube,38,38,0,178,0,1.11,5.64,0.0,6.25,6.71,0.479,False
2026-01-01 02:54:22,500,kube-system,kubernetes-system,etcd,etcd-minikube,minikube,32,32,0,273,0,0.0,0.0,0.0,21.28,6.71,0.479,False
2026-01-01 02:54:22,500,default,application,consul,consul-7fbff74bff-zkhbt,minikube,18,18,0,31,0,0.04,0.03,0.0,0.0,6.71,0.479,False
2026-01-01 02:54:22,500,default,application,reservation,reservation-5d878f6bc-wtg2v,minikube,10377,10377,0,49,0,42098.79,25654.04,0,0,6.71,0.479,False
2026-01-01 02:54:22,500,default,application,frontend,frontend-7847b56c79-4nz8p,minikube,257,257,0,32,0,1047.36,1039.06,0,0,6.71,0.479,False
2026-01-01 02:54:22,500,kube-system,kubernetes-system,kube,kube-scheduler-minikube,minikube,12,12,0,35,0,0.0,0.0,0,0,6.71,0.479,False
2026-01-01 02:54:22,500,default,application,recommendation,recommendation-657f448d48-2x6p7,minikube,33,33,0,8,0,19.27,15.71,0,0,6.71,0.479,False
2026-01-01 02:54:22,500,default,application,mongodb-profile,mongodb-profile-54554c566b-wcz4q,minikube,5,5,0,160,0,0.06,0.1,0.0,2.34,6.71,0.479,False
2026-01-01 02:54:22,500,default,application,rate,rate-8574f7886b-v4dwk,minikube,2633,2633,0,29,0,41269.65,17984.31,0,0,6.71,0.479,False
2026-01-01 02:54:22,500,default,application,search,search-79cf94bc46-6dm4c,minikube,676,676,0,15,0,17916.28,881.82,0,0,6.71,0.479,False
2026-01-01 02:54:22,500,kube-system,kubernetes-system,kube-controller,kube-controller-manager-minikube,minikube,23,23,0,76,0,0.0,0.0,0,0,6.71,0.479,False
2026-01-01 02:54:22,500,default,application,user,user-575bc4b4b7-xvxln,minikube,2,2,0,7,0,0.89,0.51,0,0,6.71,0.479,False
2026-01-01 02:54:22,500,default,application,profile,profile-868d69d77d-ctrfk,minikube,99,99,0,9,0,198.57,145.49,0,0,6.71,0.479,False
2026-01-01 02:54:22,500,default,application,memcached-profile,memcached-profile-b54575f65-hgtn7,minikube,10,10,0,4,0,12.59,157.3,0,0,6.71,0.479,False
2026-01-01 02:54:22,500,kube-system,kubernetes-system,metrics-server,metrics-server-85b7d694d7-zgkzr,minikube,4,4,0,26,0,0.0,0.0,0.0,0.0,6.71,0.479,False
2026-01-01 02:54:22,500,default,application,memcached-rate,memcached-rate-698695754f-rws42,minikube,27,27,0,13,0,18.07,40871.54,0,0,6.71,0.479,False
2026-01-01 02:54:22,500,default,application,memcached-reserve,memcached-reserve-8679d84669-kvdrl,minikube,1053,1053,0,441,0,25082.56,40629.95,0,0,6.71,0.479,False
2026-01-01 02:54:22,500,kube-system,kubernetes-system,kube,kube-apiserver-minikube,minikube,82,82,0,682,0,0.0,0.0,0,0,6.71,0.479,False
2026-01-01 02:56:43,600,kube-system,kubernetes-system,etcd,etcd-minikube,minikube,30,30,0,274,0,0.0,0.0,0.0,17.25,6.73,0.4719,False
2026-01-01 02:56:43,600,default,application,rate,rate-8574f7886b-v4dwk,minikube,2591,2591,0,25,0,41667.92,18160.49,0,0,6.73,0.4719,False
2026-01-01 02:56:43,600,default,application,mongodb-reservation,mongodb-reservation-86d4fc968-dgz4b,minikube,40,40,0,178,0,1.38,5.99,0.0,8.73,6.73,0.4719,False
2026-01-01 02:56:43,600,default,application,user,user-575bc4b4b7-xvxln,minikube,2,2,0,7,0,0.93,0.53,0,0,6.73,0.4719,False
2026-01-01 02:56:43,600,default,application,mongodb-recommendation,mongodb-recommendation-d48c8b64b-hdrx4,minikube,5,5,0,157,0,0.04,0.08,0.0,1.95,6.73,0.4719,False
2026-01-01 02:56:43,600,kube-system,kubernetes-system,coredns,coredns-66bc5c9577-cbts7,minikube,3,3,0,24,0,0.0,0.0,0,0,6.73,0.4719,False
2026-01-01 02:56:43,600,default,application,profile,profile-868d69d77d-ctrfk,minikube,93,93,0,9,0,175.73,129.76,0,0,6.73,0.4719,False
2026-01-01 02:56:43,600,default,application,geo,geo-5cd9f494fb-zd57g,minikube,61,61,0,8,0,24.39,20.91,0,0,6.73,0.4719,False
2026-01-01 02:56:43,600,kube-system,kubernetes-system,kube-controller,kube-controller-manager-minikube,minikube,21,21,0,76,0,0.0,0.0,0,0,6.73,0.4719,False
2026-01-01 02:56:43,600,default,application,memcached-rate,memcached-rate-698695754f-rws42,minikube,27,27,0,13,0,18.25,41618.92,0,0,6.73,0.4719,False
2026-01-01 02:56:43,600,default,application,frontend,frontend-7847b56c79-4nz8p,minikube,249,249,0,31,0,1041.51,1035.4,0,0,6.73,0.4719,False
2026-01-01 02:56:43,600,default,application,jaeger,jaeger-6c4f8c79b5-fzctd,minikube,5,5,0,48,0,4.71,0.0,0,0,6.73,0.4719,False
2026-01-01 02:56:43,600,default,application,reservation,reservation-5d878f6bc-wtg2v,minikube,10589,10589,0,45,0,45000.07,25225.12,0,0,6.73,0.4719,False
2026-01-01 02:56:43,600,kube-system,kubernetes-system,kube,kube-apiserver-minikube,minikube,81,81,0,672,0,0.0,0.0,0,0,6.73,0.4719,False
2026-01-01 02:56:43,600,kube-system,kubernetes-system,storage,storage-provisioner,minikube,2,2,0,13,0,0.0,0.0,0,0,6.73,0.4719,False
2026-01-01 02:56:43,600,default,application,mongodb-geo,mongodb-geo-59fc75f888-zt7n4,minikube,5,5,0,159,0,0.04,0.08,0.0,1.37,6.73,0.4719,False
2026-01-01 02:56:43,600,default,application,recommendation,recommendation-657f448d48-2x6p7,minikube,32,32,0,8,0,19.34,15.78,0,0,6.73,0.4719,False
2026-01-01 02:56:43,600,default,application,mongodb-user,mongodb-user-f6885fb58-456rt,minikube,5,5,0,163,0,0.04,0.08,0.0,1.51,6.73,0.4719,False
2026-01-01 02:56:43,600,default,application,memcached-reserve,memcached-reserve-8679d84669-kvdrl,minikube,1082,1082,0,447,0,25009.34,43810.71,0,0,6.73,0.4719,False
2026-01-01 02:56:43,600,kube-system,kubernetes-system,metrics-server,metrics-server-85b7d694d7-zgkzr,minikube,4,4,0,26,0,0.0,0.0,0.0,0.0,6.73,0.4719,False
2026-01-01 02:56:43,600,default,application,mongodb-profile,mongodb-profile-54554c566b-wcz4q,minikube,5,5,0,160,0,0.06,0.11,0.0,1.72,6.73,0.4719,False
2026-01-01 02:56:43,600,default,application,consul,consul-7fbff74bff-zkhbt,minikube,18,18,0,31,0,0.05,0.08,0.0,0.0,6.73,0.4719,False
2026-01-01 02:56:43,600,default,application,memcached-profile,memcached-profile-b54575f65-hgtn7,minikube,9,9,0,4,0,11.13,130.08,0,0,6.73,0.4719,False
2026-01-01 02:56:43,600,default,application,mongodb-rate,mongodb-rate-699c444f69-q84r2,minikube,5,5,0,165,0,0.2,0.24,0.0,1.6,6.73,0.4719,False
2026-01-01 02:56:43,600,kube-system,kubernetes-system,kube,kube-scheduler-minikube,minikube,12,12,0,34,0,0.0,0.0,0,0,6.73,0.4719,False
2026-01-01 02:56:43,600,default,application,search,search-79cf94bc46-6dm4c,minikube,664,664,0,15,0,17674.91,872.23,0,0,6.73,0.4719,False
2026-01-01 02:56:43,600,kube-system,kubernetes-system,kube,kube-proxy-qqwmm,minikube,1,1,0,25,0,65.89,115.37,0,0,6.73,0.4719,False
