,,CPU_Total(m),CPU_Total(m),Memory_WorkingSet(Mi),Memory_WorkingSet(Mi),Net_RX(KB/s),Net_RX(KB/s),Net_TX(KB/s),Net_TX(KB/s),Disk_Read(KB/s),Disk_Read(KB/s),Disk_Write(KB/s),Disk_Write(KB/s),System_Mem_BW,System_Mem_BW,System_LLC_Metric,System_LLC_Metric
100,mongodb-profile,11.0,,208.0,,0.09,,0.12,,0.0,,3.9,,1.41,,0.54,
100,mongodb-rate,12.0,,219.0,,0.1,,0.13,,0.0,,5.72,,1.41,,0.54,
100,mongodb-recommendation,11.0,,199.0,,0.09,,0.12,,0.0,,2.71,,1.41,,0.54,
100,mongodb-reservation,80.0,,223.0,,0.59,,6.47,,0.0,,9.43,,1.41,,0.54,
100,mongodb-user,11.0,,204.0,,0.08,,0.12,,0.0,,4.02,,1.41,,0.54,
100,profile,135.0,,56.0,,144.84,,99.79,,0.0,,0.0,,1.41,,0.54,
100,rate,1043.0,,98.0,,9392.41,,4091.49,,0.0,,0.0,,1.41,,0.54,
100,recommendation,44.0,,52.0,,4.92,,3.5,,0.0,,0.0,,1.41,,0.54,
100,reservation,2347.0,,107.0,,3689.2,,5884.89,,0.0,,0.0,,1.41,,0.54,
100,search,389.0,,68.0,,3999.87,,200.23,,0.0,,0.0,,1.41,,0.54,
100,storage,2.0,,13.0,,0.0,,0.0,,0.0,,0.0,,1.41,,0.54,
100,user,7.0,,47.0,,0.38,,0.2,,0.0,,0.0,,1.41,,0.54,
200,consul,24.0,,74.0,,0.07,,0.07,,0.0,,0.0,,2.63,,0.51,
200,coredns,3.0,,26.0,,0.0,,0.0,,0.0,,0.0,,2.63,,0.51,
200,etcd,46.0,,262.0,,0.0,,0.0,,0.0,,26.87,,2.63,,0.51,
200,frontend,445.0,,75.0,,558.35,,524.01,,0.0,,0.0,,2.63,,0.51,
200,geo,120.0,,48.0,,12.65,,10.34,,0.0,,0.0,,2.63,,0.51,
200,istio-ingressgateway,5.0,,36.0,,0.25,,0.24,,0.0,,0.0,,2.63,,0.51,
200,istiod,4.0,,64.0,,1.61,,1.18,,0.0,,0.0,,2.63,,0.51,
200,jaeger,10.0,,129.0,,2.36,,0.04,,0.0,,0.0,,2.63,,0.51,
200,kube,43.0,62.64,260.67,399.56,9.46,16.38,42.42,73.48,0.0,0.0,0.0,0.0,2.63,0.0,0.51,0.0
200,kube-controller,26.0,,80.0,,0.0,,0.0,,0.0,,0.0,,2.63,,0.51,
200,memcached-profile,31.0,,44.0,,9.65,,209.53,,0.0,,0.0,,2.63,,0.51,
200,memcached-rate,73.0,,64.0,,59.99,,18056.07,,0.0,,0.0,,2.63,,0.51,
200,memcached-reserve,648.0,,313.0,,11536.72,,8658.34,,0.0,,0.0,,2.63,,0.51,
200,metrics-server,5.0,,28.0,,0.0,,0.0,,0.0,,0.0,,2.63,,0.51,
200,mongodb-geo,11.0,,199.0,,0.08,,0.11,,0.0,,2.16,,2.63,,0.51,
200,mongodb-profile,11.0,,202.0,,0.08,,0.12,,0.0,,2.59,,2.63,,0.51,
200,mongodb-rate,12.0,,219.0,,0.08,,0.12,,0.0,,2.67,,2.63,,0.51,
200,mongodb-recommendation,11.0,,199.0,,0.08,,0.11,,0.0,,2.4,,2.63,,0.51,
200,mongodb-reservation,136.0,,224.0,,1.59,,18.03,,0.0,,5.44,,2.63,,0.51,
200,mongodb-user,11.0,,204.0,,0.08,,0.12,,0.0,,1.8,,2.63,,0.51,
200,profile,223.0,,52.0,,236.59,,163.69,,0.0,,0.0,,2.63,,0.51,
200,rate,1976.0,,97.0,,18201.86,,7926.46,,0.0,,0.0,,2.63,,0.51,
200,recommendation,74.0,,47.0,,9.25,,7.02,,0.0,,0.0,,2.63,,0.51,
200,reservation,5001.0,,119.0,,9063.93,,11552.16,,0.0,,0.0,,2.63,,0.51,
200,search,733.0,,68.0,,8248.09,,411.29,,0.0,,0.0,,2.63,,0.51,
200,storage,2.0,,13.0,,0.0,,0.0,,0.0,,0.0,,2.63,,0.51,
200,user,8.0,,48.0,,0.54,,0.27,,0.0,,0.0,,2.63,,0.51,
300,consul,23.0,,74.0,,0.07,,0.06,,0.0,,0.0,,4.03,,0.52,
300,coredns,3.0,,23.0,,0.0,,0.0,,0.0,,0.0,,4.03,,0.52,
300,etcd,45.0,,265.0,,0.0,,0.0,,0.0,,26.49,,4.03,,0.52,
300,frontend,524.0,,85.0,,784.63,,764.95,,0.0,,0.0,,4.03,,0.52,
300,geo,156.0,,49.0,,17.54,,14.17,,0.0,,0.0,,4.03,,0.52,
300,istio-ingressgateway,5.0,,36.0,,0.25,,0.24,,0.0,,0.0,,4.03,,0.52,
300,istiod,5.0,,66.0,,13.0,,8.82,,0.0,,0.0,,4.03,,0.52,
300,jaeger,14.0,,137.0,,3.27,,0.04,,0.0,,0.0,,4.03,,0.52,
300,kube,45.33,65.85,261.67,400.42,13.22,22.9,49.54,85.81,0.0,0.0,0.0,0.0,4.03,0.0,0.52,0.0
300,kube-controller,26.0,,80.0,,0.0,,0.0,,0.0,,0.0,,4.03,,0.52,
300,memcached-profile,38.0,,50.0,,13.2,,220.03,,0.0,,0.0,,4.03,,0.52,
300,memcached-rate,98.0,,64.0,,78.67,,27738.64,,0.0,,0.0,,4.03,,0.52,
300,memcached-reserve,933.0,,314.0,,16243.38,,17857.17,,0.0,,0.0,,4.03,,0.52,
300,metrics-server,5.0,,28.0,,0.0,,0.0,,0.0,,0.0,,4.03,,0.52,
300,mongodb-geo,12.0,,205.0,,3.89,,5.8,,0.0,,3.67,,4.03,,0.52,
300,mongodb-profile,11.0,,202.0,,0.09,,0.12,,0.0,,3.56,,4.03,,0.52,
300,mongodb-rate,12.0,,219.0,,0.09,,0.12,,0.0,,3.81,,4.03,,0.52,
300,mongodb-recommendation,11.0,,199.0,,0.09,,0.12,,0.0,,2.37,,4.03,,0.52,
300,mongodb-reservation,127.0,,224.0,,1.57,,18.09,,0.0,,13.6,,4.03,,0.52,
300,mongodb-user,11.0,,204.0,,0.09,,0.12,,0.0,,2.27,,4.03,,0.52,
300,profile,273.0,,52.0,,253.53,,177.23,,0.0,,0.0,,4.03,,0.52,
300,rate,2615.0,,95.0,,27298.03,,11911.51,,0.0,,0.0,,4.03,,0.52,
300,recommendation,100.0,,47.0,,13.01,,9.88,,0.0,,0.0,,4.03,,0.52,
300,reservation,7191.0,,151.0,,17889.87,,15766.46,,0.0,,0.0,,4.03,,0.52,
300,search,877.0,,71.0,,12054.16,,598.47,,0.0,,0.0,,4.03,,0.52,
300,storage,2.0,,13.0,,0.0,,0.0,,0.0,,0.0,,4.03,,0.52,
300,user,8.0,,48.0,,0.65,,0.33,,0.0,,0.0,,4.03,,0.52,
400,consul,23.0,,74.0,,0.07,,0.07,,0.0,,0.0,,6.26,,0.53,
400,coredns,3.0,,25.0,,0.0,,0.0,,0.0,,0.0,,6.26,,0.53,
400,etcd,39.0,,261.0,,0.0,,0.0,,0.0,,27.01,,6.26,,0.53,
400,frontend,520.0,,88.0,,1008.3,,998.62,,0.0,,0.0,,6.26,,0.53,
400,geo,165.0,,49.0,,20.16,,15.79,,0.0,,0.0,,6.26,,0.53,
400,istio-ingressgateway,5.0,,36.0,,0.25,,0.24,,0.0,,0.0,,6.26,,0.53,
400,istiod,3.0,,66.0,,1.61,,1.15,,0.0,,0.0,,6.26,,0.53,
400,jaeger,13.0,,140.0,,3.47,,0.04,,0.0,,0.0,,6.26,,0.53,
400,kube,37.33,54.6,267.33,411.98,16.58,28.72,58.06,100.56,0.0,0.0,0.0,0.0,6.26,0.0,0.53,0.0
400,kube-controller,22.0,,80.0,,0.0,,0.0,,0.0,,0.0,,6.26,,0.53,
400,memcached-profile,41.0,,50.0,,16.61,,242.18,,0.0,,0.0,,6.26,,0.53,
400,memcached-rate,118.0,,64.0,,91.08,,37344.39,,0.0,,0.0,,6.26,,0.53,
400,memcached-reserve,1162.0,,314.0,,21969.72,,28228.86,,0.0,,0.0,,6.26,,0.53,
400,metrics-server,4.0,,28.0,,0.0,,0.0,,0.0,,0.0,,6.26,,0.53,
400,mongodb-geo,10.0,,205.0,,0.09,,0.13,,0.0,,3.24,,6.26,,0.53,
400,mongodb-profile,10.0,,202.0,,0.08,,0.12,,0.0,,2.39,,6.26,,0.53,
400,mongodb-rate,11.0,,219.0,,0.09,,0.12,,0.0,,1.38,,6.26,,0.53,
400,mongodb-recommendation,11.0,,199.0,,0.09,,0.13,,0.0,,2.12,,6.26,,0.53,
400,mongodb-reservation,91.0,,224.0,,1.55,,13.33,,0.0,,14.65,,6.26,,0.53,
400,mongodb-user,11.0,,204.0,,0.09,,0.13,,0.0,,3.3,,6.26,,0.53,
400,profile,284.0,,52.0,,275.43,,193.12,,0.0,,0.0,,6.26,,0.53,
400,rate,3146.0,,99.0,,37911.53,,16512.46,,0.0,,0.0,,6.26,,0.53,
400,recommendation,111.0,,47.0,,15.86,,11.76,,0.0,,0.0,,6.26,,0.53,
400,reservation,7741.0,,133.0,,29081.73,,22062.87,,0.0,,0.0,,6.26,,0.53,
400,search,938.0,,79.0,,16038.78,,784.16,,0.0,,0.0,,6.26,,0.53,
400,storage,2.0,,13.0,,0.0,,0.0,,0.0,,0.0,,6.26,,0.53,
400,user,9.0,,48.0,,0.79,,0.4,,0.0,,0.0,,6.26,,0.53,
500,consul,24.0,,73.0,,0.05,,0.04,,0.0,,0.0,,6.87,,0.52,
500,coredns,3.0,,23.0,,0.0,,0.0,,0.0,,0.0,,6.87,,0.52,
500,etcd,37.0,,262.0,,0.0,,0.0,,0.0,,28.0,,6.87,,0.52,
500,frontend,470.0,,91.0,,972.56,,984.15,,0.0,,0.0,,6.87,,0.52,
500,geo,152.0,,49.0,,19.88,,15.22,,0.0,,0.0,,6.87,,0.52,
500,istio-ingressgateway,5.0,,36.0,,0.25,,0.25,,0.0,,0.0,,6.87,,0.52,
500,istiod,2.0,,56.0,,1.59,,1.16,,0.0,,0.0,,6.87,,0.52,
500,jaeger,9.0,,144.0,,4.54,,0.04,,0.0,,0.0,,6.87,,0.52,
500,kube,43.67,65.52,272.0,418.31,18.8,32.56,52.54,91.0,0.0,0.0,0.0,0.0,6.87,0.0,0.52,0.0
500,kube-controller,21.0,,80.0,,0.0,,0.0,,0.0,,0.0,,6.87,,0.52,
500,memcached-profile,37.0,,44.0,,16.5,,189.76,,0.0,,0.0,,6.87,,0.52,
500,memcached-rate,118.0,,64.0,,80.18,,39661.56,,0.0,,0.0,,6.87,,0.52,
500,memcached-reserve,1265.0,,315.0,,24114.69,,36538.11,,0.0,,0.0,,6.87,,0.52,
500,metrics-server,4.0,,28.0,,0.0,,0.0,,0.0,,0.0,,6.87,,0.52,
500,mongodb-geo,10.0,,201.0,,0.08,,0.12,,0.0,,3.85,,6.87,,0.52,
500,mongodb-profile,10.0,,202.0,,0.08,,0.12,,0.0,,3.44,,6.87,,0.52,
500,mongodb-rate,11.0,,219.0,,0.08,,0.11,,0.0,,3.69,,6.87,,0.52,
500,mongodb-recommendation,11.0,,199.0,,0.08,,0.11,,0.0,,2.89,,6.87,,0.52,
500,mongodb-reservation,60.0,,224.0,,1.59,,8.03,,0.0,,17.07,,6.87,,0.52,
500,mongodb-user,11.0,,204.0,,0.09,,0.12,,0.0,,1.64,,6.87,,0.52,
500,profile,259.0,,52.0,,214.87,,152.26,,0.0,,0.0,,6.87,,0.52,
500,rate,3133.0,,147.0,,38409.82,,16678.08,,0.0,,0.0,,6.87,,0.52,
500,recommendation,102.0,,47.0,,15.73,,11.43,,0.0,,0.0,,6.87,,0.52,
500,reservation,8233.0,,140.0,,37312.62,,24115.96,,0.0,,0.0,,6.87,,0.52,
500,search,886.0,,60.0,,16884.04,,819.85,,0.0,,0.0,,6.87,,0.52,
500,storage,2.0,,13.0,,0.0,,0.0,,0.0,,0.0,,6.87,,0.52,
500,user,9.0,,48.0,,0.86,,0.45,,0.0,,0.0,,6.87,,0.52,
600,consul,22.0,,73.0,,0.12,,0.13,,0.0,,0.0,,7.17,,0.55,
600,coredns,3.0,,24.0,,0.0,,0.0,,0.0,,0.0,,7.17,,0.55,
600,etcd,39.0,,262.0,,0.0,,0.0,,0.0,,18.6,,7.17,,0.55,
600,frontend,465.0,,91.0,,980.77,,998.79,,0.0,,0.0,,7.17,,0.55,
600,geo,151.0,,49.0,,19.51,,15.0,,0.0,,0.0,,7.17,,0.55,
600,istio-ingressgateway,5.0,,36.0,,0.26,,0.24,,0.0,,0.0,,7.17,,0.55,
600,istiod,2.0,,59.0,,1.73,,1.15,,0.0,,0.0,,7.17,,0.55,
600,jaeger,9.0,,147.0,,3.86,,0.04,,0.0,,0.0,,7.17,,0.55,
600,kube,43.0,65.18,274.67,422.06,22.59,39.13,50.72,87.85,0.0,0.0,0.0,0.0,7.17,0.0,0.55,0.0
600,kube-controller,24.0,,80.0,,0.0,,0.0,,0.0,,0.0,,7.17,,0.55,
600,memcached-profile,34.0,,44.0,,14.15,,142.8,,0.0,,0.0,,7.17,,0.55,
600,memcached-rate,116.0,,65.0,,77.14,,39247.79,,0.0,,0.0,,7.17,,0.55,
600,memcached-reserve,1291.0,,315.0,,23937.09,,40009.81,,0.0,,0.0,,7.17,,0.55,
600,metrics-server,4.0,,28.0,,0.0,,0.0,,0.0,,0.0,,7.17,,0.55,
600,mongodb-geo,10.0,,200.0,,0.09,,0.11,,0.0,,3.33,,7.17,,0.55,
600,mongodb-profile,10.0,,202.0,,0.1,,0.13,,0.0,,2.01,,7.17,,0.55,
600,mongodb-rate,10.0,,219.0,,0.1,,0.12,,0.0,,2.58,,7.17,,0.55,
600,mongodb-recommendation,10.0,,199.0,,0.1,,0.12,,0.0,,2.81,,7.17,,0.55,
600,mongodb-reservation,70.0,,224.0,,1.96,,10.32,,0.0,,17.73,,7.17,,0.55,
600,mongodb-user,10.0,,209.0,,0.09,,0.11,,0.0,,2.5,,7.17,,0.55,
600,profile,252.0,,52.0,,176.16,,125.74,,0.0,,0.0,,7.17,,0.55,
600,rate,3034.0,,110.0,,39208.7,,17068.01,,0.0,,0.0,,7.17,,0.55,
600,recommendation,101.0,,47.0,,16.03,,11.61,,0.0,,0.0,,7.17,,0.55,
600,reservation,8345.0,,118.0,,40429.13,,23706.29,,0.0,,0.0,,7.17,,0.55,
600,search,878.0,,64.0,,17027.84,,828.77,,0.0,,0.0,,7.17,,0.55,
600,storage,2.0,,13.0,,0.0,,0.0,,0.0,,0.0,,7.17,,0.55,
600,user,9.0,,48.0,,0.88,,0.44,,0.0,,0.0,,7.17,,0.55,
