Timestamp,RPS,Namespace,Category,Service,Pod,Node,CPU_Total(m),CPU_App(m),CPU_Sidecar(m),Memory_WorkingSet(Mi),Memory_RSS(Mi),Net_RX(KB/s),Net_TX(KB/s),Disk_Read(KB/s),Disk_Write(KB/s),System_Mem_BW,System_LLC_Metric,Istio_Enabled
2026-01-01 02:30:39,300,default,application,mongodb-user,mongodb-user-84b885bc57-fq5tx,minikube,11,6,5,204,0,0.09,0.12,0.0,2.27,4.03,0.5222,True
2026-01-01 02:30:39,300,kube-system,kubernetes-system,kube,kube-scheduler-minikube,minikube,14,14,0,35,0,0.0,0.0,0,0,4.03,0.5222,True
2026-01-01 02:30:39,300,default,application,memcached-profile,memcached-profile-86dc8dcd8b-fxm94,minikube,38,13,24,50,0,13.2,220.03,0,0,4.03,0.5222,True
2026-01-01 02:30:39,300,default,application,mongodb-reservation,mongodb-reservation-6bc6d64b49-pt5z9,minikube,127,121,5,224,0,1.57,18.09,0.0,13.6,4.03,0.5222,True
2026-01-01 02:30:39,300,default,application,reservation,reservation-fb5ffbb4c-qm6c5,minikube,7191,6991,199,151,0,17889.87,15766.46,0,0,4.03,0.5222,True
2026-01-01 02:33:01,400,kube-system,kubernetes-system,etcd,etcd-minikube,minikube,39,39,0,261,0,0.0,0.0,0.0,27.01,6.26,0.5343,True
2026-01-01 02:33:01,400,default,application,rate,rate-9f879b59d-vk89z,minikube,3146,2956,189,99,0,37911.53,16512.46,0,0,6.26,0.5343,True
2026-01-01 02:33:01,400,default,application,mongodb-recommendation,mongodb-recommendation-5cf5c9858f-5lvtb,minikube,11,6,4,199,0,0.09,0.13,0.0,2.12,6.26,0.5343,True
2026-01-01 02:33:01,400,default,application,consul,consul-5979bc48f6-655ln,minikube,23,18,4,74,0,0.07,0.07,0.0,0.0,6.26,0.5343,True
2026-01-01 02:33:01,400,kube-system,kubernetes-system,kube,kube-apiserver-minikube,minikube,100,100,0,743,0,0.0,0.0,0,0,6.26,0.5343,True
2026-01-01 02:33:01,400,kube-system,kubernetes-system,coredns,coredns-66bc5c9577-cbts7,minikube,3,3,0,25,0,0.0,0.0,0,0,6.26,0.5343,True
2026-01-01 02:33:01,400,default,application,user,user-5d74f8d5b7-8vqhl,minikube,9,2,7,48,0,0.79,0.4,0,0,6.26,0.5343,True
2026-01-01 02:33:01,400,default,application,frontend,frontend-77778b9fbc-hgdjw,minikube,520,331,189,88,0,1008.3,998.62,0,0,6.26,0.5343,True
2026-01-01 02:33:01,400,default,application,mongodb-profile,mongodb-profile-544455fc6c-hx6fn,minikube,10,5,4,202,0,0.08,0.12,0.0,2.39,6.26,0.5343,True
2026-01-01 02:33:01,400,kube-system,kubernetes-system,metrics-server,metrics-server-85b7d694d7-zgkzr,minikube,4,4,0,28,0,0.0,0.0,0.0,0.0,6.26,0.5343,True
2026-01-01 02:33:01,400,kube-system,kubernetes-system,kube,kube-proxy-qqwmm,minikube,0,0,0,24,0,49.75,174.18,0,0,6.26,0.5343,True
2026-01-01 02:33:01,400,default,application,memcached-rate,memcached-rate-94b7f984d-nl4rd,minikube,118,27,90,64,0,91.08,37344.39,0,0,6.26,0.5343,True
2026-01-01 02:33:01,400,default,application,mongodb-rate,mongodb-rate-66bc4bd476-82c6t,minikube,11,6,5,219,0,0.09,0.12,0.0,1.38,6.26,0.5343,True
2026-01-01 02:33:01,400,default,application,jaeger,jaeger-77f6494d9b-x9gpw,minikube,13,9,4,140,0,3.47,0.04,0,0,6.26,0.5343,True
2026-01-01 02:33:01,400,default,application,mongodb-geo,mongodb-geo-7b5866c4c7-2h9wn,minikube,10,5,4,205,0,0.09,0.13,0.0,3.24,6.26,0.5343,True
2026-01-01 02:33:01,400,default,application,mongodb-reservation,mongodb-reservation-6bc6d64b49-pt5z9,minikube,91,85,5,224,0,1.55,13.33,0.0,14.65,6.26,0.5343,True
2026-01-01 02:33:01,400,default,application,search,search-6b9d7b698-k2dvt,minikube,938,790,147,79,0,16038.78,784.16,0,0,6.26,0.5343,True
2026-01-01 02:33:01,400,default,application,geo,geo-d6bdc5f56-lbqjc,minikube,165,75,90,49,0,20.16,15.79,0,0,6.26,0.5343,True
2026-01-01 02:33:01,400,default,application,mongodb-user,mongodb-user-84b885bc57-fq5tx,minikube,11,6,5,204,0,0.09,0.13,0.0,3.3,6.26,0.5343,True
2026-01-01 02:33:01,400,istio-system,istio-control-plane,istio-ingressgateway,istio-ingressgateway-865c448856-2dvkq,minikube,5,0,5,36,0,0.25,0.24,0.0,0.0,6.26,0.5343,True
2026-01-01 02:33:01,400,kube-system,kubernetes-system,kube-controller,kube-controller-manager-minikube,minikube,22,22,0,80,0,0.0,0.0,0,0,6.26,0.5343,True
2026-01-01 02:33:01,400,default,application,profile,profile-6cc9c59678-48sbs,minikube,284,132,151,52,0,275.43,193.12,0,0,6.26,0.5343,True
2026-01-01 02:33:01,400,istio-system,istio-control-plane,istiod,istiod-86c75775bb-mnps7,minikube,3,3,0,66,0,1.61,1.15,0,0,6.26,0.5343,True
2026-01-01 02:33:01,400,default,application,memcached-profile,memcached-profile-86dc8dcd8b-fxm94,minikube,41,14,27,50,0,16.61,242.18,0,0,6.26,0.5343,True
2026-01-01 02:33:01,400,kube-system,kubernetes-system,kube,kube-scheduler-minikube,minikube,12,12,0,35,0,0.0,0.0,0,0,6.26,0.5343,True
2026-01-01 02:33:01,400,kube-system,kubernetes-system,storage,storage-provisioner,minikube,2,2,0,13,0,0.0,0.0,0,0,6.26,0.5343,True
2026-01-01 02:33:01,400,default,application,reservation,reservation-fb5ffbb4c-qm6c5,minikube,7741,7538,203,133,0,29081.73,22062.87,0,0,6.26,0.5343,True
2026-01-01 02:33:01,400,default,application,recommendation,recommendation-dc796fff6-rcfm7,minikube,111,40,71,47,0,15.86,11.76,0,0,6.26,0.5343,True
2026-01-01 02:33:01,400,default,application,memcached-reserve,memcached-reserve-566499f6f4-qm6fx,minikube,1162,1014,147,314,0,21969.72,28228.86,0,0,6.26,0.5343,True
2026-01-01 02:35:23,500,default,application,reservation,reservation-fb5ffbb4c-qm6c5,minikube,8233,8027,206,140,0,37312.62,24115.96,0,0,6.87,0.5151,True
2026-01-01 02:35:23,500,default,application,consul,consul-5979bc48f6-655ln,minikube,24,19,4,73,0,0.05,0.04,0.0,0.0,6.87,0.5151,True
2026-01-01 02:35:23,500,default,application,memcached-reserve,memcached-reserve-566499f6f4-qm6fx,minikube,1265,1106,159,315,0,24114.69,36538.11,0,0,6.87,0.5151,True
2026-01-01 02:35:23,500,kube-system,kubernetes-system,metrics-server,metrics-server-85b7d694d7-zgkzr,minikube,4,4,0,28,0,0.0,0.0,0.0,0.0,6.87,0.5151,True
2026-01-01 02:35:23,500,default,application,geo,geo-d6bdc5f56-lbqjc,minikube,152,70,81,49,0,19.88,15.22,0,0,6.87,0.5151,True
2026-01-01 02:35:23,500,default,application,memcached-rate,memcached-rate-94b7f984d-nl4rd,minikube,118,28,90,64,0,80.18,39661.56,0,0,6.87,0.5151,True
2026-01-01 02:35:23,500,kube-system,kubernetes-system,kube,kube-apiserver-minikube,minikube,119,119,0,755,0,0.0,0.0,0,0,6.87,0.5151,True
2026-01-01 02:35:23,500,default,application,user,user-5d74f8d5b7-8vqhl,minikube,9,2,7,48,0,0.86,0.45,0,0,6.87,0.5151,True
2026-01-01 02:35:23,500,default,application,memcached-profile,memcached-profile-86dc8dcd8b-fxm94,minikube,37,13,24,44,0,16.5,189.76,0,0,6.87,0.5151,True
2026-01-01 02:35:23,500,default,application,jaeger,jaeger-77f6494d9b-x9gpw,minikube,9,5,4,144,0,4.54,0.04,0,0,6.87,0.5151,True
2026-01-01 02:35:23,500,default,application,recommendation,recommendation-dc796fff6-rcfm7,minikube,102,37,65,47,0,15.73,11.43,0,0,6.87,0.5151,True
2026-01-01 02:35:23,500,default,application,mongodb-reservation,mongodb-reservation-6bc6d64b49-pt5z9,minikube,60,55,5,224,0,1.59,8.03,0.0,17.07,6.87,0.5151,True
2026-01-01 02:35:23,500,default,application,mongodb-rate,mongodb-rate-66bc4bd476-82c6t,minikube,11,5,5,219,0,0.08,0.11,0.0,3.69,6.87,0.5151,True
2026-01-01 02:35:23,500,default,application,search,search-6b9d7b698-k2dvt,minikube,886,750,136,60,0,16884.04,819.85,0,0,6.87,0.5151,True
2026-01-01 02:35:23,500,kube-system,kubernetes-system,etcd,etcd-minikube,minikube,37,37,0,262,0,0.0,0.0,0.0,28.0,6.87,0.5151,True
2026-01-01 02:35:23,500,kube-system,kubernetes-system,kube-controller,kube-controller-manager-minikube,minikube,21,21,0,80,0,0.0,0.0,0,0,6.87,0.5151,True
2026-01-01 02:35:23,500,default,application,mongodb-user,mongodb-user-84b885bc57-fq5tx,minikube,11,6,4,204,0,0.09,0.12,0.0,1.64,6.87,0.5151,True
2026-01-01 02:35:23,500,istio-system,istio-control-plane,istio-ingressgateway,istio-ingressgateway-865c448856-2dvkq,minikube,5,0,5,36,0,0.25,0.25,0.0,0.0,6.87,0.5151,True
2026-01-01 02:35:23,500,kube-system,kubernetes-system,kube,kube-scheduler-minikube,minikube,12,12,0,35,0,0.0,0.0,0,0,6.87,0.5151,True
2026-01-01 02:35:23,500,istio-system,istio-control-plane,istiod,istiod-86c75775bb-mnps7,minikube,2,2,0,56,0,1.59,1.16,0,0,6.87,0.5151,True
2026-01-01 02:35:23,500,default,application,rate,rate-9f879b59d-vk89z,minikube,3133,2950,182,147,0,38409.82,16678.08,0,0,6.87,0.5151,True
2026-01-01 02:35:23,500,default,application,profile,profile-6cc9c59678-48sbs,minikube,259,117,141,52,0,214.87,152.26,0,0,6.87,0.5151,True
2026-01-01 02:35:23,500,default,application,frontend,frontend-77778b9fbc-hgdjw,minikube,470,299,171,91,0,972.56,984.15,0,0,6.87,0.5151,True
2026-01-01 02:35:23,500,kube-system,kubernetes-system,storage,storage-provisioner,minikube,2,2,0,13,0,0.0,0.0,0,0,6.87,0.5151,True
2026-01-01 02:35:23,500,default,application,mongodb-geo,mongodb-geo-7b5866c4c7-2h9wn,minikube,10,5,5,201,0,0.08,0.12,0.0,3.85,6.87,0.5151,True
2026-01-01 02:35:23,500,default,application,mongodb-profile,mongodb-profile-544455fc6c-hx6fn,minikube,10,5,4,202,0,0.08,0.12,0.0,3.44,6.87,0.5151,True
2026-01-01 02:35:23,500,default,application,mongodb-recommendation,mongodb-recommendation-5cf5c9858f-5lvtb,minikube,11,6,4,199,0,0.08,0.11,0.0,2.89,6.87,0.5151,True
2026-01-01 02:35:23,500,kube-system,kubernetes-system,coredns,coredns-66bc5c9577-cbts7,minikube,3,3,0,23,0,0.0,0.0,0,0,6.87,0.5151,True
2026-01-01 02:35:23,500,kube-system,kubernetes-system,kube,kube-proxy-qqwmm,minikube,0,0,0,26,0,56.4,157.62,0,0,6.87,0.5151,True
2026-01-01 02:37:45,600,default,application,rate,rate-9f879b59d-vk89z,minikube,3034,2855,179,110,0,39208.7,17068.01,0,0,7.17,0.5486,True
2026-01-01 02:37:45,600,default,application,mongodb-geo,mongodb-geo-7b5866c4c7-2h9wn,minikube,10,5,4,200,0,0.09,0.11,0.0,3.33,7.17,0.5486,True
2026-01-01 02:37:45,600,kube-system,kubernetes-system,kube,kube-scheduler-minikube,minikube,11,11,0,35,0,0.0,0.0,0,0,7.17,0.5486,True
2026-01-01 02:37:45,600,default,application,mongodb-rate,mongodb-rate-66bc4bd476-82c6t,minikube,10,5,5,219,0,0.1,0.12,0.0,2.58,7.17,0.5486,True
2026-01-01 02:37:45,600,default,application,memcached-rate,memcached-rate-94b7f984d-nl4rd,minikube,116,27,88,65,0,77.14,39247.79,0,0,7.17,0.5486,True
2026-01-01 02:37:45,600,default,application,search,search-6b9d7b698-k2dvt,minikube,878,742,136,64,0,17027.84,828.77,0,0,7.17,0.5486,True
2026-01-01 02:37:45,600,kube-system,kubernetes-system,kube,kube-apiserver-minikube,minikube,118,118,0,762,0,0.0,0.0,0,0,7.17,0.5486,True
2026-01-01 02:37:45,600,default,application,frontend,frontend-77778b9fbc-hgdjw,minikube,465,294,170,91,0,980.77,998.79,0,0,7.17,0.5486,True
2026-01-01 02:37:45,600,default,application,mongodb-reservation,mongodb-reservation-6bc6d64b49-pt5z9,minikube,70,64,5,224,0,1.96,10.32,0.0,17.73,7.17,0.5486,True
2026-01-01 02:37:45,600,kube-system,kubernetes-system,kube-controller,kube-controller-manager-minikube,minikube,24,24,0,80,0,0.0,0.0,0,0,7.17,0.5486,True
2026-01-01 02:37:45,600,kube-system,kubernetes-system,kube,kube-proxy-qqwmm,minikube,0,0,0,27,0,67.77,152.16,0,0,7.17,0.5486,True
2026-01-01 02:37:45,600,kube-system,kubernetes-system,storage,storage-provisioner,minikube,2,2,0,13,0,0.0,0.0,0,0,7.17,0.5486,True
2026-01-01 02:37:45,600,default,application,user,user-5d74f8d5b7-8vqhl,minikube,9,2,6,48,0,0.88,0.44,0,0,7.17,0.5486,True
2026-01-01 02:37:45,600,default,application,recommendation,recommendation-dc796fff6-rcfm7,minikube,101,36,64,47,0,16.03,11.61,0,0,7.17,0.5486,True
2026-01-01 02:37:45,600,kube-system,kubernetes-system,coredns,coredns-66bc5c9577-cbts7,minikube,3,3,0,24,0,0.0,0.0,0,0,7.17,0.5486,True
2026-01-01 02:37:45,600,kube-system,kubernetes-system,etcd,etcd-minikube,minikube,39,39,0,262,0,0.0,0.0,0.0,18.6,7.17,0.5486,True
2026-01-01 02:37:45,600,default,application,memcached-reserve,memcached-reserve-566499f6f4-qm6fx,minikube,1291,1123,168,315,0,23937.09,40009.81,0,0,7.17,0.5486,True
2026-01-01 02:37:45,600,default,application,reservation,reservation-fb5ffbb4c-qm6c5,minikube,8345,8133,212,118,0,40429.13,23706.29,0,0,7.17,0.5486,True
