Timestamp,RPS,Namespace,Category,Service,Pod,Node,CPU_Total(m),CPU_App(m),CPU_Sidecar(m),Memory_WorkingSet(Mi),Memory_RSS(Mi),Memory_Delta(Mi),Net_RX(KB/s),Net_TX(KB/s),Istio_Enabled
2025-12-30 15:46:40,400,default,application,jaeger,jaeger-6cdfb69ff4-2tlqz,minikube,23,23,0,223,219,0,8.08,0.0,False
2025-12-30 15:46:40,400,default,application,mongodb-geo,mongodb-geo-58fc9c7df9-j9lcf,minikube,5,5,0,152,55,0,0.04,0.07,False
2025-12-30 15:46:40,400,default,application,rate,rate-67cf45b856-kztxm,minikube,4220,4220,0,32,27,4,44092.4,19191.24,False
2025-12-30 15:46:40,400,default,application,mongodb-profile,mongodb-profile-765644d5fc-89m5r,minikube,5,5,0,153,57,0,0.06,0.09,False
2025-12-30 15:46:40,400,default,application,memcached-reserve,memcached-reserve-64fbdcb78d-nzknl,minikube,1462,1462,0,219,210,-1,27072.84,52901.84,False
2025-12-30 15:46:40,400,default,application,memcached-rate,memcached-rate-74c578dc4-7pnmz,minikube,45,45,0,9,7,0,33.58,43517.24,False
2025-12-30 15:47:55,600,default,application,user,user-7f565c9c7c-p46gb,minikube,4,4,0,8,7,0,2.14,1.28,False
2025-12-30 15:47:55,600,default,application,rate,rate-67cf45b856-kztxm,minikube,5101,5101,0,72,66,31,64326.97,27954.69,False
2025-12-30 15:47:55,600,default,application,memcached-reserve,memcached-reserve-64fbdcb78d-nzknl,minikube,1728,1728,0,222,211,-4,39900.27,78014.66,False
2025-12-30 15:47:55,600,default,application,search,search-5b698f89cb-pdxhd,minikube,1458,1458,0,29,26,5,28410.92,1503.09,False
2025-12-30 15:47:55,600,default,application,memcached-profile,memcached-profile-76476968b4-b7f9p,minikube,20,20,0,5,3,0,22.07,249.09,False
2025-12-30 15:47:55,600,default,application,reservation,reservation-bcb65fb69-44czs,minikube,18094,18094,0,233,221,46,77343.12,38870.82,False
2025-12-30 15:47:55,600,default,application,mongodb-recommendation,mongodb-recommendation-d6df4b4bc-j9tdz,minikube,4,4,0,152,55,0,0.06,0.07,False
2025-12-30 15:47:55,600,default,application,mongodb-geo,mongodb-geo-58fc9c7df9-j9lcf,minikube,4,4,0,152,56,0,0.06,0.08,False
2025-12-30 15:47:55,600,default,application,memcached-rate,memcached-rate-74c578dc4-7pnmz,minikube,54,54,0,10,7,1,40.47,64245.05,False
2025-12-30 15:47:55,600,kube-system,kubernetes-system,etcd-minikube,etcd-minikube,minikube,31,31,0,49,46,-1,0.0,0.0,False
2025-12-30 15:47:55,600,kube-system,kubernetes-system,kube,kube-proxy-qqwmm,minikube,0,0,0,16,14,0,157.27,347.02,False
2025-12-30 15:47:55,600,default,application,consul,consul-6876d8dccd-5nq7c,minikube,11,11,0,33,31,1,0.08,0.13,False
2025-12-30 15:47:55,600,default,application,profile,profile-57fd7778d8-fjq4q,minikube,247,247,0,12,9,1,352.65,262.01,False
2025-12-30 15:47:55,600,default,application,mongodb-user,mongodb-user-cbdc74bcf-k9wsb,minikube,5,5,0,154,57,0,0.06,0.07,False
2025-12-30 15:47:55,600,default,application,geo,geo-6b57ccf698-w6r2d,minikube,189,189,0,10,8,1,68.43,58.57,False
2025-12-30 15:47:55,600,kube-system,kubernetes-system,kube,kube-apiserver-minikube,minikube,90,90,0,284,281,8,0.0,0.0,False
2025-12-30 15:47:55,600,default,application,mongodb-reservation,mongodb-reservation-c6678789f-vdkvv,minikube,12,12,0,163,66,0,3.01,0.99,False
2025-12-30 15:47:55,600,default,application,jaeger,jaeger-6cdfb69ff4-2tlqz,minikube,9,9,0,223,220,0,11.11,0.0,False
2025-12-30 15:47:55,600,default,application,mongodb-profile,mongodb-profile-765644d5fc-89m5r,minikube,5,5,0,153,57,0,0.08,0.09,False
2025-12-30 15:47:55,600,default,application,mongodb-rate,mongodb-rate-54cbf47d58-fptkm,minikube,4,4,0,154,57,0,0.09,0.1,False
2025-12-30 15:47:55,600,kube-system,kubernetes-system,storage-provisioner,storage-provisioner,minikube,2,2,0,12,10,0,0.0,0.0,False
2025-12-30 15:47:55,600,kube-system,kubernetes-system,kube-controller,kube-controller-manager-minikube,minikube,18,18,0,60,58,0,0.0,0.0,False
2025-12-30 15:47:55,600,default,application,recommendation,recommendation-68d8fd6486-zrjrp,minikube,103,103,0,9,8,0,53.16,43.75,False
2025-12-30 15:47:55,600,kube-system,kubernetes-system,kube,kube-scheduler-minikube,minikube,12,12,0,30,28,0,0.0,0.0,False
2025-12-30 15:47:55,600,kube-system,kubernetes-system,coredns,coredns-66bc5c9577-cbts7,minikube,2,2,0,19,17,0,0.0,0.0,False
2025-12-30 15:47:55,600,kube-system,kubernetes-system,metrics-server,metrics-server-85b7d694d7-zgkzr,minikube,6,6,0,28,26,0,0.0,0.0,False
2025-12-30 15:47:55,600,default,application,frontend,frontend-5dbb448dd9-btxd9,minikube,687,687,0,31,28,3,1731.49,1777.98,False
2025-12-30 15:49:10,700,default,application,geo,geo-6b57ccf698-w6r2d,minikube,179,179,0,9,8,-1,67.01,56.98,False
2025-12-30 15:49:10,700,default,application,memcached-rate,memcached-rate-74c578dc4-7pnmz,minikube,52,52,0,9,7,0,40.22,64952.9,False
2025-12-30 15:49:10,700,default,application,consul,consul-6876d8dccd-5nq7c,minikube,10,10,0,34,32,0,0.04,0.03,False
2025-12-30 15:49:10,700,default,application,mongodb-profile,mongodb-profile-765644d5fc-89m5r,minikube,4,4,0,153,57,0,0.06,0.1,False
2025-12-30 15:49:10,700,default,application,search,search-5b698f89cb-pdxhd,minikube,1392,1392,0,18,15,2,28390.34,1491.58,False
2025-12-30 15:49:10,700,default,application,memcached-reserve,memcached-reserve-64fbdcb78d-nzknl,minikube,1772,1772,0,224,211,-2,40324.09,78793.98,False
2025-12-30 15:49:10,700,default,application,jaeger,jaeger-6cdfb69ff4-2tlqz,minikube,9,9,0,229,225,1,11.68,0.0,False
2025-12-30 15:49:10,700,default,application,recommendation,recommendation-68d8fd6486-zrjrp,minikube,96,96,0,9,7,0,53.62,43.7,False
2025-12-30 15:49:10,700,kube-system,kubernetes-system,storage-provisioner,storage-provisioner,minikube,1,1,0,12,10,-1,0.0,0.0,False
2025-12-30 15:49:10,700,default,application,mongodb-rate,mongodb-rate-54cbf47d58-fptkm,minikube,4,4,0,154,57,0,0.06,0.11,False
2025-12-30 15:49:10,700,default,application,memcached-profile,memcached-profile-76476968b4-b7f9p,minikube,19,19,0,5,3,0,22.64,252.26,False
2025-12-30 15:49:10,700,default,application,mongodb-user,mongodb-user-cbdc74bcf-k9wsb,minikube,4,4,0,154,57,0,0.04,0.08,False
2025-12-30 15:49:10,700,kube-system,kubernetes-system,kube,kube-scheduler-minikube,minikube,12,12,0,30,28,0,0.0,0.0,False
2025-12-30 15:49:10,700,default,application,profile,profile-57fd7778d8-fjq4q,minikube,234,234,0,11,9,0,349.32,259.38,False
2025-12-30 15:49:10,700,default,application,mongodb-recommendation,mongodb-recommendation-d6df4b4bc-j9tdz,minikube,4,4,0,152,55,0,0.03,0.07,False
2025-12-30 15:49:10,700,kube-system,kubernetes-system,kube,kube-proxy-qqwmm,minikube,0,0,0,16,14,0,171.56,349.67,False
2025-12-30 15:49:10,700,kube-system,kubernetes-system,coredns,coredns-66bc5c9577-cbts7,minikube,3,3,0,19,17,0,0.0,0.0,False
2025-12-30 15:49:10,700,default,application,frontend,frontend-5dbb448dd9-btxd9,minikube,645,645,0,35,31,5,1781.37,1821.39,False
2025-12-30 15:49:10,700,kube-system,kubernetes-system,etcd-minikube,etcd-minikube,minikube,30,30,0,49,46,0,0.0,0.0,False
2025-12-30 15:49:10,700,default,application,rate,rate-67cf45b856-kztxm,minikube,4967,4967,0,29,25,-8,64524.98,28129.38,False
2025-12-30 15:49:10,700,default,application,user,user-7f565c9c7c-p46gb,minikube,5,5,0,9,7,0,2.58,1.57,False
2025-12-30 15:49:10,700,default,application,reservation,reservation-bcb65fb69-44czs,minikube,18504,18504,0,289,275,242,77988.69,39202.17,False
2025-12-30 15:49:10,700,default,application,mongodb-geo,mongodb-geo-58fc9c7df9-j9lcf,minikube,4,4,0,152,56,0,0.03,0.07,False
2025-12-30 15:49:10,700,default,application,mongodb-reservation,mongodb-reservation-c6678789f-vdkvv,minikube,8,8,0,163,66,0,3.12,1.03,False
2025-12-30 15:49:10,700,kube-system,kubernetes-system,kube,kube-apiserver-minikube,minikube,89,89,0,279,276,0,0.0,0.0,False
2025-12-30 15:49:10,700,kube-system,kubernetes-system,kube-controller,kube-controller-manager-minikube,minikube,19,19,0,60,58,0,0.0,0.0,False
2025-12-30 15:49:10,700,kube-system,kubernetes-system,metrics-server,metrics-server-85b7d694d7-zgkzr,minikube,5,5,0,28,26,0,0.0,0.0,False
2025-12-30 15:50:25,800,default,application,recommendation,recommendation-68d8fd6486-zrjrp,minikube,99,99,0,9,8,0,54.42,44.24,False
2025-12-30 15:50:25,800,kube-system,kubernetes-system,storage-provisioner,storage-provisioner,minikube,2,2,0,12,11,0,0.0,0.0,False
2025-12-30 15:50:25,800,default,application,mongodb-reservation,mongodb-reservation-c6678789f-vdkvv,minikube,10,10,0,163,67,0,3.03,0.99,False
2025-12-30 15:50:25,800,kube-system,kubernetes-system,kube-controller,kube-controller-manager-minikube,minikube,19,19,0,60,58,0,0.0,0.0,False
2025-12-30 15:50:25,800,default,application,memcached-rate,memcached-rate-74c578dc4-7pnmz,minikube,52,52,0,9,7,0,41.0,65891.92,False
2025-12-30 15:50:25,800,default,application,memcached-profile,memcached-profile-76476968b4-b7f9p,minikube,20,20,0,5,3,0,23.09,258.74,False
2025-12-30 15:50:25,800,default,application,consul,consul-6876d8dccd-5nq7c,minikube,11,11,0,34,31,0,0.05,0.03,False
2025-12-30 15:50:25,800,default,application,search,search-5b698f89cb-pdxhd,minikube,1383,1383,0,45,42,27,29084.14,1521.6,False
2025-12-30 15:50:25,800,default,application,user,user-7f565c9c7c-p46gb,minikube,4,4,0,9,7,0,2.47,1.49,False
2025-12-30 15:50:25,800,kube-system,kubernetes-system,coredns,coredns-66bc5c9577-cbts7,minikube,2,2,0,19,17,0,0.0,0.0,False
2025-12-30 15:50:25,800,default,application,mongodb-user,mongodb-user-cbdc74bcf-k9wsb,minikube,4,4,0,154,57,0,0.04,0.07,False
2025-12-30 15:50:25,800,default,application,jaeger,jaeger-6cdfb69ff4-2tlqz,minikube,9,9,0,236,232,7,11.0,0.0,False
2025-12-30 15:50:25,800,default,application,mongodb-geo,mongodb-geo-58fc9c7df9-j9lcf,minikube,5,5,0,152,56,0,0.04,0.07,False
2025-12-30 15:50:25,800,kube-system,kubernetes-system,kube,kube-proxy-qqwmm,minikube,1,1,0,16,14,0,187.25,357.16,False
2025-12-30 15:50:25,800,default,application,geo,geo-6b57ccf698-w6r2d,minikube,180,180,0,10,8,0,66.34,56.31,False
2025-12-30 15:50:25,800,default,application,mongodb-recommendation,mongodb-recommendation-d6df4b4bc-j9tdz,minikube,5,5,0,152,55,0,0.04,0.07,False
2025-12-30 15:50:25,800,default,application,frontend,frontend-5dbb448dd9-btxd9,minikube,650,650,0,35,30,2,1812.68,1841.94,False
2025-12-30 15:50:25,800,kube-system,kubernetes-system,kube,kube-apiserver-minikube,minikube,91,91,0,289,286,1,0.0,0.0,False
2025-12-30 15:50:25,800,default,application,mongodb-profile,mongodb-profile-765644d5fc-89m5r,minikube,4,4,0,153,57,0,0.06,0.09,False
2025-12-30 15:50:25,800,kube-system,kubernetes-system,etcd-minikube,etcd-minikube,minikube,30,30,0,50,46,0,0.0,0.0,False
2025-12-30 15:50:25,800,default,application,rate,rate-67cf45b856-kztxm,minikube,5015,5015,0,34,30,-31,63900.87,27783.11,False
2025-12-30 15:50:25,800,kube-system,kubernetes-system,kube,kube-scheduler-minikube,minikube,12,12,0,30,28,0,0.0,0.0,False
2025-12-30 15:50:25,800,kube-system,kubernetes-system,metrics-server,metrics-server-85b7d694d7-zgkzr,minikube,5,5,0,28,26,0,0.0,0.0,False
2025-12-30 15:50:25,800,default,application,memcached-reserve,memcached-reserve-64fbdcb78d-nzknl,minikube,1736,1736,0,229,211,5,38616.57,75447.35,False
2025-12-30 15:50:25,800,default,application,profile,profile-57fd7778d8-fjq4q,minikube,239,239,0,11,9,0,352.08,261.03,False
2025-12-30 15:50:25,800,default,application,mongodb-rate,mongodb-rate-54cbf47d58-fptkm,minikube,4,4,0,154,57,0,0.07,0.1,False
2025-12-30 15:50:25,800,default,application,reservation,reservation-bcb65fb69-44czs,minikube,18159,18159,0,258,245,37,76545.56,38488.67,False
2025-12-30 15:51:40,1000,default,application,geo,geo-6b57ccf698-w6r2d,minikube,185,185,0,9,7,-1,67.95,57.77,False
2025-12-30 15:51:40,1000,default,application,mongodb-recommendation,mongodb-recommendation-d6df4b4bc-j9tdz,minikube,5,5,0,152,55,0,0.04,0.07,False
2025-12-30 15:51:40,1000,default,application,mongodb-reservation,mongodb-reservation-c6678789f-vdkvv,minikube,9,9,0,164,67,1,3.14,1.04,False
2025-12-30 15:51:40,1000,default,application,mongodb-geo,mongodb-geo-58fc9c7df9-j9lcf,minikube,4,4,0,152,56,0,0.04,0.07,False
2025-12-30 15:51:40,1000,kube-system,kubernetes-system,kube,kube-proxy-qqwmm,minikube,0,0,0,16,14,0,234.48,380.7,False
2025-12-30 15:51:40,1000,kube-system,kubernetes-system,coredns,coredns-66bc5c9577-cbts7,minikube,2,2,0,19,17,0,0.0,0.0,False
2025-12-30 15:51:40,1000,kube-system,kubernetes-system,kube,kube-apiserver-minikube,minikube,93,93,0,274,271,1,0.0,0.0,False
2025-12-30 15:51:40,1000,kube-system,kubernetes-system,kube-controller,kube-controller-manager-minikube,minikube,18,18,0,60,58,0,0.0,0.0,False
2025-12-30 15:51:40,1000,kube-system,kubernetes-system,storage-provisioner,storage-provisioner,minikube,1,1,0,12,11,0,0.0,0.0,False
2025-12-30 15:51:40,1000,kube-system,kubernetes-system,metrics-server,metrics-server-85b7d694d7-zgkzr,minikube,5,5,0,28,26,0,0.0,0.0,False
2025-12-30 15:51:40,1000,default,application,user,user-7f565c9c7c-p46gb,minikube,4,4,0,9,7,0,2.21,1.3,False
2025-12-30 15:51:40,1000,default,application,profile,profile-57fd7778d8-fjq4q,minikube,241,241,0,11,9,0,358.57,266.46,False
2025-12-30 15:51:40,1000,default,application,frontend,frontend-5dbb448dd9-btxd9,minikube,659,659,0,38,31,7,1897.21,1899.26,False
2025-12-30 15:51:40,1000,default,application,consul,consul-6876d8dccd-5nq7c,minikube,10,10,0,34,32,0,0.05,0.03,False
2025-12-30 15:51:40,1000,default,application,mongodb-rate,mongodb-rate-54cbf47d58-fptkm,minikube,4,4,0,154,57,0,0.07,0.11,False
2025-12-30 15:51:40,1000,default,application,memcached-rate,memcached-rate-74c578dc4-7pnmz,minikube,53,53,0,9,7,0,40.26,63652.02,False
2025-12-30 15:51:40,1000,default,application,mongodb-profile,mongodb-profile-765644d5fc-89m5r,minikube,5,5,0,153,57,0,0.06,0.09,False
2025-12-30 15:51:40,1000,default,application,memcached-profile,memcached-profile-76476968b4-b7f9p,minikube,20,20,0,5,3,0,22.65,253.23,False
2025-12-30 15:51:40,1000,default,application,mongodb-user,mongodb-user-cbdc74bcf-k9wsb,minikube,4,4,0,154,57,0,0.04,0.07,False
2025-12-30 15:51:40,1000,kube-system,kubernetes-system,etcd-minikube,etcd-minikube,minikube,31,31,0,50,46,0,0.0,0.0,False
2025-12-30 15:51:40,1000,default,application,reservation,reservation-bcb65fb69-44czs,minikube,18194,18194,0,258,245,23,77630.0,39039.08,False
2025-12-30 15:51:40,1000,default,application,rate,rate-67cf45b856-kztxm,minikube,5088,5088,0,66,60,31,64261.83,27995.08,False
2025-12-30 15:51:40,1000,default,application,jaeger,jaeger-6cdfb69ff4-2tlqz,minikube,10,10,0,240,236,1,11.93,0.0,False
2025-12-30 15:51:40,1000,default,application,recommendation,recommendation-68d8fd6486-zrjrp,minikube,99,99,0,9,8,0,52.64,42.87,False
2025-12-30 15:51:40,1000,kube-system,kubernetes-system,kube,kube-scheduler-minikube,minikube,12,12,0,30,28,0,0.0,0.0,False
2025-12-30 15:51:40,1000,default,application,memcached-reserve,memcached-reserve-64fbdcb78d-nzknl,minikube,1724,1724,0,230,211,4,38251.7,74824.58,False
2025-12-30 15:51:40,1000,default,application,search,search-5b698f89cb-pdxhd,minikube,1442,1442,0,34,32,1,27725.22,1453.12,False
2025-12-30 15:52:55,200,default,application,user,user-7f565c9c7c-p46gb,minikube,2,2,0,9,7,0,0.85,0.52,False
2025-12-30 15:52:55,200,kube-system,kubernetes-system,kube,kube-apiserver-minikube,minikube,95,95,0,278,275,3,0.0,0.0,False
2025-12-30 15:52:55,200,default,application,memcached-profile,memcached-profile-76476968b4-b7f9p,minikube,13,13,0,5,3,0,7.45,85.94,False
2025-12-30 15:52:55,200,kube-system,kubernetes-system,metrics-server,metrics-server-85b7d694d7-zgkzr,minikube,6,6,0,28,26,0,0.0,0.0,False
2025-12-30 15:52:55,200,default,application,profile,profile-57fd7778d8-fjq4q,minikube,176,176,0,11,9,0,143.65,111.38,False
2025-12-30 15:52:55,200,default,application,frontend,frontend-5dbb448dd9-btxd9,minikube,565,565,0,23,20,0,670.83,679.16,False
2025-12-30 15:52:55,200,default,application,consul,consul-6876d8dccd-5nq7c,minikube,16,16,0,32,30,0,0.05,0.1,False
2025-12-30 15:52:55,200,default,application,search,search-5b698f89cb-pdxhd,minikube,939,939,0,18,16,1,9739.85,546.99,False
2025-12-30 15:52:55,200,default,application,mongodb-rate,mongodb-rate-54cbf47d58-fptkm,minikube,6,6,0,154,57,0,0.08,0.12,False
2025-12-30 15:52:55,200,default,application,mongodb-profile,mongodb-profile-765644d5fc-89m5r,minikube,6,6,0,153,57,0,0.06,0.09,False
2025-12-30 15:52:55,200,default,application,rate,rate-67cf45b856-kztxm,minikube,2372,2372,0,26,21,0,21579.78,9426.39,False
2025-12-30 15:52:55,200,default,application,geo,geo-6b57ccf698-w6r2d,minikube,123,123,0,9,8,-1,33.81,30.93,False
2025-12-30 15:52:55,200,default,application,reservation,reservation-bcb65fb69-44czs,minikube,8952,8952,0,58,52,-21,26444.76,13289.43,False
2025-12-30 15:52:55,200,kube-system,kubernetes-system,kube,kube-proxy-qqwmm,minikube,0,0,0,16,14,0,57.97,161.02,False
2025-12-30 15:52:55,200,default,application,mongodb-recommendation,mongodb-recommendation-d6df4b4bc-j9tdz,minikube,6,6,0,152,55,0,0.03,0.07,False
2025-12-30 15:52:55,200,kube-system,kubernetes-system,coredns,coredns-66bc5c9577-cbts7,minikube,4,4,0,19,17,0,0.0,0.0,False
2025-12-30 15:52:55,200,kube-system,kubernetes-system,kube-controller,kube-controller-manager-minikube,minikube,23,23,0,60,58,0,0.0,0.0,False
2025-12-30 15:52:55,200,kube-system,kubernetes-system,kube,kube-scheduler-minikube,minikube,14,14,0,30,28,0,0.0,0.0,False
2025-12-30 15:52:55,200,default,application,mongodb-geo,mongodb-geo-58fc9c7df9-j9lcf,minikube,6,6,0,152,56,0,0.03,0.07,False
2025-12-30 15:52:55,200,default,application,recommendation,recommendation-68d8fd6486-zrjrp,minikube,64,64,0,9,8,0,23.18,20.28,False
2025-12-30 15:52:55,200,default,application,memcached-rate,memcached-rate-74c578dc4-7pnmz,minikube,26,26,0,9,7,0,17.11,21681.18,False
2025-12-30 15:52:55,200,kube-system,kubernetes-system,etcd-minikube,etcd-minikube,minikube,37,37,0,50,46,0,0.0,0.0,False
2025-12-30 15:52:55,200,default,application,mongodb-user,mongodb-user-cbdc74bcf-k9wsb,minikube,6,6,0,154,57,0,0.03,0.07,False
2025-12-30 15:52:55,200,default,application,memcached-reserve,memcached-reserve-64fbdcb78d-nzknl,minikube,797,797,0,218,211,2,12690.32,24790.25,False
2025-12-30 15:52:55,200,kube-system,kubernetes-system,storage-provisioner,storage-provisioner,minikube,2,2,0,12,11,0,0.0,0.0,False
2025-12-30 15:52:55,200,default,application,jaeger,jaeger-6cdfb69ff4-2tlqz,minikube,29,29,0,241,237,1,5.02,0.0,False
2025-12-30 15:52:55,200,default,application,mongodb-reservation,mongodb-reservation-c6678789f-vdkvv,minikube,8,8,0,164,67,0,1.09,0.4,False
2025-12-30 15:54:11,400,default,application,consul,consul-6876d8dccd-5nq7c,minikube,15,15,0,34,32,1,0.05,0.06,False
2025-12-30 15:54:11,400,default,application,mongodb-user,mongodb-user-cbdc74bcf-k9wsb,minikube,5,5,0,154,57,0,0.05,0.08,False
2025-12-30 15:54:11,400,default,application,mongodb-profile,mongodb-profile-765644d5fc-89m5r,minikube,5,5,0,153,57,0,0.07,0.09,False
